# retail_sha256=5ba821f37356d2da0e1eb907de28b2708714d6e2604b5caef3daf4284b9af7d3
# Pure six-byte bodies in exact FPO records or contiguous retail IAT-stub bands.
rva	size	iat_rva	import	evidence
0x16c5a2	0x6	0x2329a4	GDI32.dll!SetPolyFillMode	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c5a8	0x6	0x2329a8	GDI32.dll!SetROP2	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c5ae	0x6	0x2329ac	GDI32.dll!SetStretchBltMode	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c5b4	0x6	0x2329b0	GDI32.dll!SetMapMode	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c5ba	0x6	0x2329b4	GDI32.dll!SetViewportOrgEx	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c5c0	0x6	0x2329b8	GDI32.dll!OffsetViewportOrgEx	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c5c6	0x6	0x2329bc	GDI32.dll!SetViewportExtEx	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c5cc	0x6	0x2329c0	GDI32.dll!ScaleViewportExtEx	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c5d2	0x6	0x2329c8	GDI32.dll!SetWindowOrgEx	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c5d8	0x6	0x2329cc	GDI32.dll!OffsetWindowOrgEx	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c5de	0x6	0x2329d0	GDI32.dll!SetWindowExtEx	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c5e4	0x6	0x2329d4	GDI32.dll!ScaleWindowExtEx	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c5ea	0x6	0x2329d8	GDI32.dll!GetClipBox	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c5f0	0x6	0x2329dc	GDI32.dll!SelectClipRgn	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c5f6	0x6	0x2329e0	GDI32.dll!ExcludeClipRect	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c5fc	0x6	0x2329e4	GDI32.dll!IntersectClipRect	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c602	0x6	0x2329e8	GDI32.dll!OffsetClipRgn	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c608	0x6	0x2329ec	GDI32.dll!MoveToEx	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c60e	0x6	0x2329f0	GDI32.dll!LineTo	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c614	0x6	0x2329f8	GDI32.dll!SetTextAlign	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c61a	0x6	0x2329fc	GDI32.dll!SetTextJustification	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c620	0x6	0x232a00	GDI32.dll!SetTextCharacterExtra	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c626	0x6	0x232a04	GDI32.dll!SetMapperFlags	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c62c	0x6	0x232a08	GDI32.dll!GetCurrentPositionEx	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c632	0x6	0x232a0c	GDI32.dll!ArcTo	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c638	0x6	0x232a10	GDI32.dll!SetArcDirection	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c63e	0x6	0x232a14	GDI32.dll!PolyDraw	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c644	0x6	0x232a18	GDI32.dll!PolylineTo	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c64a	0x6	0x232a28	GDI32.dll!SetColorAdjustment	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c650	0x6	0x232a20	GDI32.dll!PolyBezierTo	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c656	0x6	0x232a24	GDI32.dll!GetClipRgn	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c65c	0x6	0x232a34	GDI32.dll!SelectClipPath	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c662	0x6	0x232a2c	GDI32.dll!ExtSelectClipRgn	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c668	0x6	0x232a30	GDI32.dll!PlayMetaFileRecord	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c66e	0x6	0x232a40	GDI32.dll!GetObjectType	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c674	0x6	0x232a38	GDI32.dll!EnumMetaFile	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c67a	0x6	0x232a3c	GDI32.dll!PlayMetaFile	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c680	0x6	0x232a4c	GDI32.dll!GetViewportExtEx	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c686	0x6	0x232a44	GDI32.dll!GetWindowExtEx	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c68c	0x6	0x232a48	GDI32.dll!CreatePen	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c692	0x6	0x232a58	GDI32.dll!ExtCreatePen	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c698	0x6	0x232a50	GDI32.dll!CreateSolidBrush	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c69e	0x6	0x232a54	GDI32.dll!CreateHatchBrush	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c6a4	0x6	0x232a64	GDI32.dll!CreateDIBPatternBrushPt	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c6aa	0x6	0x232a5c	GDI32.dll!PtVisible	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c6b0	0x6	0x232a60	GDI32.dll!RectVisible	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c6b6	0x6	0x232a70	GDI32.dll!TextOutA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c6bc	0x6	0x232a68	GDI32.dll!Escape	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c6c2	0x6	0x232a6c	GDI32.dll!GetObjectA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c6c8	0x6	0x232a7c	GDI32.dll!GetTextExtentPointA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c6ce	0x6	0x232a74	GDI32.dll!GetTextMetricsA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c6d4	0x6	0x232a78	GDI32.dll!LPtoDP	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c6da	0x6	0x233000	comdlg32.dll!GetFileTitleA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c6e0	0x6	0x232fb4	WINSPOOL.DRV!ClosePrinter	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c6e6	0x6	0x232fb8	WINSPOOL.DRV!DocumentPropertiesA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c6ec	0x6	0x232fbc	WINSPOOL.DRV!OpenPrinterA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c6f2	0x6	0x2328c4	ADVAPI32.dll!RegQueryValueExA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c6f8	0x6	0x2328c8	ADVAPI32.dll!RegSetValueExA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c6fe	0x6	0x2328d8	ADVAPI32.dll!RegCloseKey	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c704	0x6	0x2328d4	ADVAPI32.dll!RegOpenKeyExA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c70a	0x6	0x2328e4	ADVAPI32.dll!RegCreateKeyA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c710	0x6	0x2328ec	ADVAPI32.dll!RegOpenKeyA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c716	0x6	0x2328e0	ADVAPI32.dll!RegCreateKeyExA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c71c	0x6	0x2328dc	ADVAPI32.dll!RegDeleteValueA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c722	0x6	0x2328e8	ADVAPI32.dll!RegDeleteKeyA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c728	0x6	0x2328d0	ADVAPI32.dll!SetFileSecurityA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c72e	0x6	0x2328cc	ADVAPI32.dll!GetFileSecurityA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c734	0x6	0x232d30	SHELL32.dll!SHGetFileInfoA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c73a	0x6	0x232d2c	SHELL32.dll!DragFinish	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c740	0x6	0x232d28	SHELL32.dll!DragQueryFileA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c746	0x6	0x232d24	SHELL32.dll!DragAcceptFiles	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c74c	0x6	0x2328f8	COMCTL32.dll!#17	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c752	0x6	0x23290c	COMCTL32.dll!#13	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c758	0x6	0x232914	COMCTL32.dll!#14	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c75e	0x6	0x232910	COMCTL32.dll!ImageList_Destroy	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c764	0x6	0x2328fc	COMCTL32.dll!ImageList_Create	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c76a	0x6	0x232900	COMCTL32.dll!ImageList_LoadImageA	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c770	0x6	0x2328f4	COMCTL32.dll!ImageList_Merge	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c776	0x6	0x232908	COMCTL32.dll!ImageList_Read	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16c77c	0x6	0x232904	COMCTL32.dll!ImageList_Write	contiguous ff25 <IAT> stub band (435 entries, 0x16bd50..0x16c782)
0x16f120	0x6	0x232ff4	WSOCK32.dll!#3	contiguous ff25 <IAT> stub band (14 entries, 0x16f120..0x16f174)
0x16f126	0x6	0x232fe4	WSOCK32.dll!#16	contiguous ff25 <IAT> stub band (14 entries, 0x16f120..0x16f174)
0x16f12c	0x6	0x232ff0	WSOCK32.dll!#7	contiguous ff25 <IAT> stub band (14 entries, 0x16f120..0x16f174)
0x16f132	0x6	0x232fec	WSOCK32.dll!#21	contiguous ff25 <IAT> stub band (14 entries, 0x16f120..0x16f174)
0x16f138	0x6	0x232fe8	WSOCK32.dll!#1	contiguous ff25 <IAT> stub band (14 entries, 0x16f120..0x16f174)
0x16f13e	0x6	0x232fc4	WSOCK32.dll!#19	contiguous ff25 <IAT> stub band (14 entries, 0x16f120..0x16f174)
0x16f144	0x6	0x232fe0	WSOCK32.dll!#52	contiguous ff25 <IAT> stub band (14 entries, 0x16f120..0x16f174)
0x16f14a	0x6	0x232fdc	WSOCK32.dll!#10	contiguous ff25 <IAT> stub band (14 entries, 0x16f120..0x16f174)
0x16f150	0x6	0x232fd8	WSOCK32.dll!#116	contiguous ff25 <IAT> stub band (14 entries, 0x16f120..0x16f174)
0x16f156	0x6	0x232fd4	WSOCK32.dll!#115	contiguous ff25 <IAT> stub band (14 entries, 0x16f120..0x16f174)
0x16f15c	0x6	0x232fd0	WSOCK32.dll!#13	contiguous ff25 <IAT> stub band (14 entries, 0x16f120..0x16f174)
0x16f162	0x6	0x232fcc	WSOCK32.dll!#2	contiguous ff25 <IAT> stub band (14 entries, 0x16f120..0x16f174)
0x16f168	0x6	0x232fc8	WSOCK32.dll!#23	contiguous ff25 <IAT> stub band (14 entries, 0x16f120..0x16f174)
0x16f16e	0x6	0x232ff8	WSOCK32.dll!#4	contiguous ff25 <IAT> stub band (14 entries, 0x16f120..0x16f174)
